head,relation,tail,mode
n01955084,_hypernym,n01940736,train
n02774152,_hypernym,n03094503,train
n02263378,_hyponym,n02266421,train
n12253229,_hypernym,n12252866,train
n10433737,_hyponym,n10779897,train
n03875218,_hyponym,n03058949,train
n09853881,_hyponym,n10239928,train
n03519081,_hypernym,n03113152,train
n01745125,_hyponym,n01747885,train
n12022382,_hypernym,n12205694,train
n02971940,_part_of,n04064401,train
n07733847,_part_of,n11828973,train
n03413428,_hypernym,n03953020,train
n03504723,_hypernym,n03841666,train
n03700963,_hypernym,n03736970,train
n02206270,_hyponym,n02206856,train
n10323999,_hypernym,n00007846,train
n12479537,_hypernym,n12476510,train
n03659809,_hypernym,n03700963,train
n11798270,_hypernym,n13118707,train
n11814584,_hypernym,n11669921,train
n04272054,_part_of,n03391301,train
n03474896,_part_of,n02763714,train
n03033362,_hyponym,n03084420,train
n01916925,_hypernym,n01915811,train
n02023341,_hypernym,n02022684,train
n07737081,_hyponym,n07750586,train
n15090742,_hyponym,n14810561,train
n07557165,_hyponym,n07596684,train
n07765999,_hypernym,n07705931,train
n12664710,_part_of,n12663804,train
n02551668,_hypernym,n02528163,train
n01905661,_hypernym,n00015388,train
n01495701,_hyponym,n01496331,train
n11545714,_hyponym,n13178284,train
n02890804,_hypernym,n03903424,train
n04531098,_hyponym,n03633091,train
n07745466,_part_of,n12656685,train
n03763968,_hyponym,n03324928,train
n04437953,_hypernym,n03733925,train
n03082979,_hyponym,n03890514,train
n02691156,_hypernym,n03510583,train
n03733925,_hyponym,n03566555,train
n03094503,_hyponym,n03233905,train
n15090742,_hyponym,n15091669,train
n04467665,_has_part,n04467307,train
n10366966,_hyponym,n10516527,train
n02971691,_has_part,n02916350,train
n12602980,_hypernym,n12205694,train
n00007846,_hyponym,n09890749,train
n01688961,_hypernym,n01687665,train
n01936391,_hypernym,n01934440,train
n00475787,_member_of_domain_topic,n10205457,train
n04484432,_hypernym,n04494204,train
n02236896,_hyponym,n02239528,train
n07573696,_has_part,n07695965,train
n02984061,_hypernym,n03028079,train
n07863229,_hypernym,n07557434,train
n00007846,_hyponym,n09679170,train
n14977504,_hyponym,n14977188,train
n11994150,_hypernym,n12205694,train
n11703669,_hyponym,n11705171,train
n07895435,_hypernym,n07895237,train
n03763968,_hyponym,n03239259,train
n13104059,_hyponym,n12695975,train
n04051825,_hyponym,n02811936,train
n03031756,_part_of,n03494706,train
n01577659,_hyponym,n01578180,train
n11672400,_hyponym,n11965627,train
n01569060,_hypernym,n01567133,train
n03014705,_hypernym,n02883344,train
n10260706,_hypernym,n00007846,train
n03063689,_hypernym,n03990474,train
n07758680,_hyponym,n07759816,train
n07581346,_hyponym,n07581775,train
n02912065,_part_of,n03200701,train
n02913152,_has_part,n03120198,train
n04152387,_hypernym,n03894379,train
n03064758,_hypernym,n02883344,train
n02958343,_has_part,n02670683,train
n07566340,_hyponym,n07844604,train
n02946921,_hyponym,n02935387,train
n13104059,_hyponym,n12266217,train
n03109693,_hypernym,n04341686,train
n13110915,_hypernym,n13109733,train
n03211789,_hypernym,n04587648,train
n02460009,_hyponym,n02460817,train
n02159955,_hyponym,n02262178,train
n03594277,_part_of,n04606574,train
n02767956,_derivationally_related_form,n09830400,train
n02008796,_hyponym,n02009750,train
n00463246,_hyponym,n00463543,train
n02026059,_hypernym,n02022684,train
n11781176,_hypernym,n13125117,train
n09906449,_hypernym,n00007846,train
n02402175,_hyponym,n02409870,train
n02691156,_has_part,n02670683,train
n03062651,_part_of,n02896442,train
n02554730,_hyponym,n02585872,train
n12430198,_hyponym,n12430471,train
n02986348,_derivationally_related_form,n02402425,train
n09637339,_hypernym,n09636339,train
n03199901,_hypernym,n04244997,train
n11805544,_hypernym,n13085113,train
n01854700,_hypernym,n01854415,train
n01886756,_hyponym,n01889074,train
n12296432,_hypernym,n12293723,train
n02279257,_hypernym,n02274822,train
n01574045,_hypernym,n01571904,train
n10630188,_hyponym,n10380672,train
n04120842,_part_of,n02687992,train
n07761611,_hypernym,n07760859,train
n12288823,_hyponym,n12289433,train
n02243878,_hypernym,n02243562,train
n03967942,_hyponym,n02919648,train
n09765278,_hyponym,n10564098,train
n04014297,_hypernym,n03122748,train
n09720702,_hypernym,n09620794,train
n12960378,_hypernym,n11545714,train
n04077734,_hypernym,n03294048,train
n10742546,_hypernym,n09633969,train
n10530959,_hypernym,n00007846,train
n12316572,_hypernym,n12316444,train
n12205694,_hyponym,n12685431,train
n13100677,_hyponym,n12564083,train
n10525134,_hyponym,n10668450,train
n10630188,_hyponym,n10342543,train
n07680416,_hypernym,n07679356,train
n04377057,_hyponym,n03302938,train
n09625401,_hyponym,n10407310,train
n02329401,_hyponym,n02331046,train
n12405714,_hyponym,n12408466,train
n04600912,_hypernym,n03051540,train
n03605915,_hyponym,n03093792,train
n01438208,_hyponym,n02583567,train
n12107970,_hypernym,n12131550,train
n04020298,_hyponym,n03559999,train
n02924116,_hypernym,n04019101,train
n04474466,_synset_domain_topic_of,n00015388,train
n04379243,_hypernym,n03405725,train
n12405714,_hypernym,n13104059,train
n02401031,_hyponym,n02416519,train
n03902220,_part_of,n03918480,train
n03239726,_has_part,n03027250,train
n04552696,_hyponym,n04457326,train
n01503061,_hyponym,n01789386,train
n04105068,_hypernym,n04014297,train
n07572957,_hypernym,n07566340,train
n12406715,_hypernym,n12405714,train
n03532672,_hyponym,n02709367,train
n03547054,_hypernym,n04191595,train
n04433585,_hypernym,n02886599,train
n04153751,_hyponym,n02865665,train
n09606009,_hypernym,n00007846,train
n03171356,_hypernym,n04341686,train
n04229959,_hypernym,n03101986,train
n04962240,_hypernym,n04961691,train
n11915658,_hypernym,n11915214,train
n10299875,_hypernym,n09624559,train
n02795169,_hypernym,n04531098,train
n04364545,_hypernym,n03739693,train
n03273913,_hypernym,n04070727,train
n00015388,_hyponym,n01317916,train
n12969670,_hypernym,n12969131,train
n01946277,_hypernym,n01945845,train
n11612349,_hypernym,n11608250,train
n04370456,_part_of,n04370774,train
n04576211,_has_part,n02764779,train
n04294426,_hypernym,n02688443,train
n01801088,_hyponym,n01802159,train
n10034201,_hyponym,n10712690,train
n12202936,_hypernym,n13104059,train
n02984699,_hyponym,n03924407,train
n01567133,_hypernym,n01563128,train
n03579982,_has_part,n04170515,train
n00433458,_hyponym,n00447540,train
n12099342,_hypernym,n13118707,train
n06883725,_hypernym,n04416901,train
n03091374,_hyponym,n04402057,train
n04500060,_hyponym,n04270147,train
n03948459,_hyponym,n04086273,train
n01503061,_hyponym,n01517565,train
n12166424,_hyponym,n12166793,train
n13149296,_hypernym,n13100677,train
n11689197,_hypernym,n13135832,train
n03467984,_hyponym,n03343853,train
n03054901,_hyponym,n03396654,train
n01984695,_hypernym,n01982650,train
n07891726,_hyponym,n07900406,train
n10576223,_hypernym,n00007846,train
n03738241,_hypernym,n04377057,train
n03700963,_hyponym,n03566329,train
n11915899,_hypernym,n11915214,train
n03791053,_hypernym,n04576211,train
n02538216,_hypernym,n02537085,train
n00007846,_hyponym,n09899289,train
n07605474,_hypernym,n07597365,train
n09622302,_hyponym,n10198832,train
n01782209,_hyponym,n01782516,train
n10460033,_hypernym,n10053808,train
n02738741,_part_of,n02862048,train
n04169437,_has_part,n04593866,train
n04497570,_hyponym,n03472796,train
n04151581,_hypernym,n04014297,train
n13104059,_hyponym,n12192877,train
n03318983,_hypernym,n04014297,train
n11811473,_hyponym,n11812094,train
n03776460,_hypernym,n04467099,train
n10067968,_hypernym,n10215623,train
n02559862,_hypernym,n02554730,train
n02023992,_derivationally_related_form,n03386011,train
n03764276,_hyponym,n02937336,train
n04103918,_synset_domain_topic_of,n02691156,train
n10020890,_hyponym,n10632576,train
n02424695,_hyponym,n02425228,train
n01385017,_hypernym,n01384687,train
n03309808,_hyponym,n03819595,train
n04530566,_has_part,n04117216,train
n10247880,_hypernym,n00007846,train
n02338901,_hypernym,n02329401,train
n13118707,_hyponym,n12869478,train
n02118333,_hyponym,n02120079,train
n03158885,_has_part,n03474896,train
n02507649,_hyponym,n02508742,train
n03122748,_hyponym,n03366823,train
n01753488,_hypernym,n01752165,train
n03852280,_has_part,n03656484,train
n02766792,_hypernym,n03452741,train
n13137409,_has_part,n07742704,train
n04543772,_has_part,n04283378,train
n04029734,_hypernym,n04421872,train
n07842753,_hyponym,n07866571,train
n04003241,_hypernym,n04330340,train
n07712559,_hypernym,n07712382,train
n02913152,_hyponym,n03322570,train
n03270165,_has_part,n04304375,train
n02554730,_hyponym,n02572196,train
n07884567,_hyponym,n07907943,train
n10632576,_hyponym,n10488016,train
n13111174,_hyponym,n11714382,train
n02858304,_hyponym,n04495843,train
n02942699,_has_part,n03340723,train
n13104059,_hyponym,n12334293,train
n02873623,_hypernym,n02944826,train
n03122748,_hyponym,n04151940,train
n02397529,_hypernym,n02394477,train
n13122364,_hyponym,n11721642,train
n12358293,_has_part,n07822323,train
n01448951,_hyponym,n01449374,train
n13122364,_hyponym,n12298165,train
n07809368,_hyponym,n07822323,train
n02916350,_hypernym,n04008634,train
n12056217,_hypernym,n12041446,train
n13104059,_hyponym,n11772879,train
n12707781,_hyponym,n12712320,train
n03566329,_hypernym,n03700963,train
n04446276,_hyponym,n04558478,train
n03070193,_hypernym,n02670382,train
n02942699,_has_part,n04211528,train
n10527334,_hyponym,n10210137,train
n10362003,_hypernym,n00007846,train
n01684133,_hyponym,n01684578,train
n02987047,_hypernym,n03574816,train
n11608250,_hyponym,n11614713,train
n01558765,_hypernym,n01557185,train
n01495701,_hyponym,n01501160,train
n04081844,_hyponym,n02890940,train
n01800195,_hypernym,n01799302,train
n04230808,_hypernym,n03419014,train
n03401721,_part_of,n03791235,train
n04519887,_part_of,n02862048,train
n13194036,_hypernym,n13193642,train
n12320010,_hyponym,n12321669,train
n00015388,_hyponym,n01315213,train
n07687789,_hyponym,n07689003,train
n02534559,_hyponym,n02538406,train
n03525827,_hyponym,n04538552,train
n03357081,_hypernym,n04489008,train
n03120778,_hypernym,n04105893,train
n03733925,_hyponym,n03071552,train
n01548301,_hypernym,n01547832,train
n03977966,_hypernym,n04520170,train
n10557854,_hyponym,n10456696,train
n03928116,_hyponym,n03452741,train
n09760913,_hypernym,n10340312,train
n02364520,_hypernym,n02329401,train
n13108841,_hyponym,n11653904,train
n11665372,_hyponym,n11669921,train
n11748811,_hypernym,n13139055,train
n00015388,_hyponym,n02152740,train
n03903424,_hyponym,n02670683,train
n02883205,_hypernym,n03815615,train
n03091374,_hyponym,n02755352,train
n03142679,_hypernym,n04014297,train
n01858441,_hypernym,n01844917,train
n03596285,_hyponym,n03321103,train
n04490091,_hyponym,n04461696,train
n10146927,_hypernym,n00007846,train
n02554730,_hyponym,n02621908,train
n12205694,_hyponym,n12819728,train
n01949973,_hypernym,n01942177,train
n03593526,_hypernym,n04531098,train
n07817024,_hypernym,n07811416,train
n07747055,_part_of,n12707781,train
n02951358,_hypernym,n04244997,train
n01943899,_hypernym,n01942177,train
n03583621,_hypernym,n03733925,train
n04408871,_hypernym,n03091374,train
n02521646,_hyponym,n02524202,train
n01627424,_hyponym,n01629276,train
n09361517,_part_of,n09359803,train
n04547592,_hypernym,n03327234,train
n11713164,_hyponym,n11713370,train
n00017222,_hyponym,n13083023,train
n01495701,_hyponym,n01500091,train
n12644902,_hyponym,n12645174,train
n12321395,_hypernym,n12320010,train
n04509592,_hypernym,n03051540,train
n04585745,_hypernym,n03664675,train
n03024518,_hypernym,n03065708,train
n10083823,_hyponym,n10499355,train
n02703275,_hyponym,n02971691,train
n03551084,_hyponym,n03250089,train
n04368496,_part_of,n03786194,train
n04161358,_hyponym,n03061674,train
n01883513,_hyponym,n01885498,train
n03261776,_hypernym,n03274561,train
n02565072,_hypernym,n02564720,train
n12641413,_hyponym,n12641931,train
n03789946,_hyponym,n03287733,train
n07763290,_hypernym,n07705931,train
n02761696,_hypernym,n03316406,train
n04146050,_hypernym,n02913152,train
n03473966,_hypernym,n02756098,train
n01665541,_hypernym,n01663401,train
n03932670,_hyponym,n04127904,train
n10734963,_derivationally_related_form,n03612965,train
n01787835,_hypernym,n01767661,train
n02895154,_hypernym,n02740764,train
n01525720,_hyponym,n01602630,train
n02923129,_hypernym,n02727825,train
n04451818,_hyponym,n04050066,train
n04160586,_hypernym,n02691156,train
n03959701,_hyponym,n02740764,train
n12446200,_hyponym,n12448361,train
n02529772,_hyponym,n02530421,train
n07560903,_hypernym,n07560652,train
n02164464,_hyponym,n02170400,train
n02491107,_hypernym,n02490219,train
n01905661,_hyponym,n01922303,train
n12134025,_hypernym,n12141495,train
n02446352,_hypernym,n02445715,train
n04254777,_hyponym,n02713218,train
n02950482,_hypernym,n03467984,train
n10207169,_hyponym,n10333317,train
n03350602,_synset_domain_topic_of,n00454237,train
n10527334,_hyponym,n10131268,train
n12992868,_hyponym,n13025647,train
n03598151,_hypernym,n03381776,train
n02594250,_hyponym,n02596067,train
n03051540,_hyponym,n04446162,train
n03196324,_hypernym,n03082979,train
n10129825,_hyponym,n10247358,train
n03004824,_has_part,n03024064,train
n11799732,_has_part,n11800236,train
n04347754,_hyponym,n02755529,train
n02934168,_part_of,n02933990,train
n11947251,_hypernym,n13118707,train
n07569106,_hyponym,n07569873,train
n07705931,_hypernym,n13134947,train
n01727646,_hyponym,n01734418,train
n00007846,_hyponym,n09845401,train
n02104882,_hypernym,n02104523,train
n04062179,_hypernym,n03579982,train
n10070711,_hypernym,n10047459,train
n12551457,_hypernym,n13104059,train
n04256520,_hyponym,n03100346,train
n02769290,_hypernym,n03996416,train
n02431337,_hypernym,n02431122,train
n03213826,_part_of,n03213014,train
n02708224,_hypernym,n03082979,train
n02062017,_hyponym,n02073250,train
n01789386,_hyponym,n01809752,train
n13104059,_hyponym,n12736603,train
n01905661,_member_of_domain_topic,n05586759,train
n11924014,_hypernym,n11672400,train
n07714078,_hypernym,n07713895,train
n09287968,_hyponym,n09409752,train
n12118414,_hypernym,n12135898,train
n03353281,_hypernym,n03405725,train
n09632518,_hyponym,n10053808,train
n01527617,_hypernym,n01525720,train
n02872752,_has_part,n04444749,train
n10524223,_hypernym,n10099375,train
n12290748,_hypernym,n11669921,train
n09774783,_hyponym,n10191388,train
n02975212,_hypernym,n03094503,train
n01985128,_hypernym,n01976146,train
n03993180,_hyponym,n03972524,train
n02817650,_hypernym,n03563967,train
n03220692,_hypernym,n04295881,train
n03682487,_has_part,n02865931,train
n01886756,_hyponym,n02495242,train
n07560903,_derivationally_related_form,n10012484,train
n09796809,_hypernym,n00007846,train
n13100677,_hyponym,n11838916,train
n03269401,_hyponym,n03033362,train
n03355468,_hypernym,n03343354,train
n10711483,_synset_domain_topic_of,n00523513,train
n09622302,_hyponym,n09991867,train
n04379243,_has_part,n04381994,train
n04376400,_hypernym,n03614532,train
n03009269,_hypernym,n03538634,train
n04070727,_hypernym,n04580493,train
n03234164,_hypernym,n04508489,train
n10780632,_hypernym,n10787470,train
n03536122,_part_of,n03536568,train
n12651821,_hyponym,n12332218,train
n03992703,_hypernym,n02997607,train
n02896442,_hyponym,n02902816,train
n02909870,_hypernym,n04531098,train
n02834778,_has_part,n02835915,train
n06277280,_member_of_domain_topic,n04404412,train
n09943239,_hyponym,n10296176,train
n07822323,_part_of,n12358293,train
n02311060,_hyponym,n02264591,train
n10245863,_hypernym,n09805475,train
n03688943,_hypernym,n04341686,train
n12715914,_hypernym,n13104059,train
n02073250,_hyponym,n02073831,train
n07723330,_hypernym,n07709333,train
n07897200,_hypernym,n07892813,train
n01924916,_hyponym,n01925695,train
n07842753,_hypernym,n07557434,train
n10177150,_hypernym,n10557854,train
n03489162,_hyponym,n03954731,train
n11706761,_has_part,n07764847,train
n12318378,_hyponym,n12318965,train
n09943239,_hyponym,n10259348,train
n02476219,_hypernym,n02471762,train
n02642107,_hyponym,n02648625,train
n12651821,_hyponym,n12648196,train
n03633091,_hypernym,n04531098,train
n03007591,_hypernym,n04004475,train
n10024362,_hypernym,n00007846,train
n10296176,_hypernym,n09943239,train
n02652668,_hyponym,n02654425,train
n10257221,_hypernym,n09608709,train
n07901587,_hyponym,n07903208,train
n03781787,_hyponym,n02962938,train
n04100174,_hyponym,n03351979,train
n10404426,_hypernym,n10703692,train
n10012484,_derivationally_related_form,n07560903,train
n03228016,_hypernym,n02817799,train
n04437953,_has_part,n03482523,train
n02808440,_part_of,n02807731,train
n03430959,_hyponym,n03351434,train
n04419073,_hypernym,n04365484,train
n03183080,_hyponym,n02676261,train
n00467719,_hyponym,n00476389,train
n07580053,_part_of,n07573696,train
n02395003,_hyponym,n02396796,train
n02640242,_hypernym,n02638596,train
n10380672,_hyponym,n09617161,train
n03147509,_hypernym,n03094503,train
n10522759,_hypernym,n00007846,train
n13108841,_hyponym,n11628456,train
n04401088,_has_part,n04402580,train
n02950826,_derivationally_related_form,n09811852,train
n11647306,_hyponym,n11648039,train
n03091374,_hyponym,n03462747,train
n12476510,_hypernym,n13121104,train
n12041446,_hyponym,n12051514,train
n12451915,_hyponym,n12453186,train
n12102133,_hyponym,n12133151,train
n11647703,_hypernym,n11647306,train
n03207305,_part_of,n04039848,train
n02096756,_hyponym,n02097047,train
